dept,course,term,section,rec_course,rec_inst,eval_rate,enroll,evals,expected_grade,received_grade,study_wk,difficulty,amount_learned,attendance,start,duration
VIS,147B,WI20,A,1.0,1.0,0.25,12,3,3.67,4.0,3.83,3.0,4.0,2.67,12.0,2.8333333333333335
VIS,163,WI20,A,1.0,1.0,0.5,12,6,4.0,,3.5,3.17,4.83,3.0,9.5,2.8333333333333335
VIS,164,WI20,A,0.91,1.0,0.4782608695652174,23,11,3.55,3.47,6.14,2.82,4.27,3.0,12.0,2.8333333333333335
VIS,165,WI20,A,1.0,1.0,0.43478260869565216,23,10,3.9,3.62,6.1,3.5,4.7,2.9,15.5,2.8333333333333335
VIS,167,WI20,A,0.83,0.83,0.35294117647058826,17,6,3.83,3.7,5.5,2.5,4.0,3.0,12.5,2.8333333333333335
VIS,168,WI20,A,1.0,1.0,0.4117647058823529,17,7,3.71,3.1,4.79,2.86,4.14,3.0,15.0,2.8333333333333335
VIS,171,WI20,A,0.92,1.0,0.5,24,12,3.92,4.0,7.33,3.17,4.67,3.0,9.5,2.8333333333333335
VIS,174,WI20,A,1.0,1.0,0.6818181818181818,22,15,3.73,3.72,10.1,3.53,4.47,3.0,9.0,2.8333333333333335
VIS,174,WI20,C,0.8,0.8,0.7692307692307693,13,10,3.89,4.0,9.9,3.7,4.6,3.0,12.5,2.8333333333333335
VIS,175,WI20,A,0.9,0.9,0.4782608695652174,23,11,3.6,3.92,5.3,3.3,4.0,3.0,12.5,2.8333333333333335
VIS,177,WI20,A,1.0,1.0,0.3333333333333333,21,7,3.71,3.7,7.64,3.5,5.0,3.0,15.0,2.8333333333333335
VIS,178,WI20,A,0.83,0.83,0.2857142857142857,21,6,4.0,3.89,6.5,2.67,3.67,2.5,15.5,2.8333333333333335
VIS,180B,WI20,A,1.0,1.0,0.38461538461538464,13,5,4.0,4.0,3.0,3.5,5.0,3.0,15.0,2.8333333333333335
VIS,181,WI20,A,1.0,0.6,0.3333333333333333,18,6,3.6,3.61,8.5,4.4,4.8,3.0,12.0,2.8333333333333335
VIS,183B,WI20,A,1.0,1.0,0.5,20,10,3.7,3.57,7.9,3.5,4.8,3.0,12.5,2.8333333333333335
VIS,184,WI20,A,0.91,1.0,1.0,11,11,3.64,3.73,7.95,3.0,4.09,3.0,15.5,2.8333333333333335
VIS,2,WI20,A,0.89,0.83,0.5277777777777778,36,19,3.93,3.91,3.03,2.58,4.42,2.95,17.0,1.8333333333333333
VIS,21B,WI20,A,0.94,0.89,0.3716216216216216,148,55,3.77,3.66,4.43,3.04,4.27,2.93,15.5,1.3333333333333333
VIS,22,WI20,A,0.91,0.99,0.3564356435643564,202,72,3.4,3.37,4.29,3.34,3.91,2.35,11.0,1.3333333333333333
VIS,41,WI20,A,0.97,0.94,0.3482142857142857,112,39,3.91,3.87,5.71,2.89,4.16,2.92,18.0,1.8333333333333333
VIS,60,WI20,A,0.87,0.87,0.6347826086956522,115,73,3.68,3.61,4.84,2.83,3.99,2.86,8.0,1.3333333333333333
VIS,84,WI20,A,0.83,0.9,0.32857142857142857,280,92,3.84,3.8,3.2,2.35,3.52,2.34,12.5,1.3333333333333333
VIS,1,FA19,A,0.84,0.71,0.6796407185628742,334,227,3.9,3.84,6.67,2.21,3.39,2.9,18.5,1.8333333333333333
VIS,101,FA19,A,0.96,1.0,0.42857142857142855,56,24,3.9,3.64,3.17,3.25,4.09,3.0,9.5,2.8333333333333335
VIS,103,FA19,A,0.85,0.85,0.45161290322580644,62,28,3.84,3.89,2.72,2.19,4.19,2.96,12.0,1.3333333333333333
VIS,105A,FA19,A,1.0,1.0,0.8,20,16,3.75,3.69,5.88,3.19,3.88,3.0,9.0,2.8333333333333335
VIS,105B,FA19,A,1.0,1.0,0.7333333333333333,15,11,3.63,,9.39,3.33,4.44,3.0,15.5,2.8333333333333335
VIS,106B,FA19,A,0.67,0.44,0.5555555555555556,18,10,3.78,,4.72,3.13,3.44,3.0,12.5,2.8333333333333335
VIS,106C,FA19,A,1.0,1.0,0.6153846153846154,13,8,3.57,,7.0,3.25,4.5,3.0,15.5,2.8333333333333335
VIS,107C,FA19,A,1.0,1.0,1.0,7,7,3.71,,10.21,3.71,5.0,3.0,12.0,2.8333333333333335
VIS,110C,FA19,A,0.86,1.0,0.6923076923076923,13,9,3.38,,9.25,3.0,4.25,2.88,12.0,2.8333333333333335
VIS,110D,FA19,A,0.92,0.92,0.8571428571428571,14,12,3.55,,7.17,2.83,4.08,3.0,9.5,2.8333333333333335
VIS,122CN,FA19,A,0.93,0.87,0.3695652173913043,46,17,3.21,3.02,4.38,3.53,4.38,2.81,15.0,1.3333333333333333
VIS,125G,FA19,A,0.89,0.89,0.4883720930232558,43,21,3.06,3.05,4.61,4.44,4.33,2.78,14.0,1.3333333333333333
VIS,127C,FA19,A,0.69,0.8,0.31851851851851853,135,43,3.38,3.37,4.39,3.53,3.31,2.75,15.5,1.3333333333333333
VIS,128A,FA19,A,0.92,0.96,0.38461538461538464,78,30,3.73,3.43,4.94,3.04,3.89,2.69,10.0,1.3333333333333333
VIS,129B,FA19,A,1.0,1.0,0.25,12,3,3.33,,7.17,4.33,5.0,3.0,12.5,2.8333333333333335
VIS,129C,FA19,A,1.0,1.0,0.5,10,5,3.75,,4.9,4.0,4.8,3.0,15.5,2.8333333333333335
VIS,131,FA19,A,0.5,0.0,0.3,10,3,4.0,,9.5,4.0,2.0,3.0,12.0,2.8333333333333335
VIS,142,FA19,A,0.87,0.93,0.797752808988764,89,71,3.5,3.58,4.91,3.22,3.96,2.78,17.0,2.8333333333333335
VIS,143,FA19,A,0.89,1.0,0.47619047619047616,21,10,3.33,3.74,10.06,4.33,4.22,3.0,15.5,2.8333333333333335
VIS,147A,FA19,A,0.86,0.71,0.5,42,21,3.48,3.46,7.07,4.14,4.24,2.95,18.0,1.8333333333333333
VIS,149,FA19,A,0.88,1.0,0.5714285714285714,14,8,3.57,,7.25,3.43,4.38,3.0,15.0,2.8333333333333335
VIS,152,FA19,A,0.81,0.81,0.3548387096774194,62,22,3.7,3.64,3.64,2.33,3.76,2.95,12.5,1.3333333333333333
VIS,158,FA19,A,0.97,0.98,0.4888888888888889,135,66,3.63,3.33,3.25,2.87,4.38,2.82,11.0,1.3333333333333333
VIS,162,FA19,A,0.47,0.4,1.0,15,15,3.53,,5.43,3.93,2.93,2.93,12.5,2.8333333333333335
VIS,164,FA19,A,1.0,1.0,0.68,25,17,3.71,3.68,4.74,3.06,4.82,3.0,9.5,2.8333333333333335
VIS,165,FA19,A,1.0,1.0,0.2857142857142857,21,6,3.67,4.0,6.17,3.83,4.67,3.0,12.5,2.8333333333333335
VIS,168,FA19,A,1.0,1.0,0.7727272727272727,22,17,3.88,3.65,4.38,2.71,4.47,3.0,15.0,2.8333333333333335
VIS,171,FA19,A,0.73,0.73,0.6111111111111112,18,11,3.55,,3.59,3.55,4.18,2.82,15.0,2.8333333333333335
VIS,174,FA19,A,0.88,1.0,0.5714285714285714,14,8,3.5,,11.0,3.5,4.25,3.0,9.0,2.8333333333333335
VIS,174,FA19,B,1.0,1.0,0.3,20,6,3.83,3.78,5.17,3.83,4.67,2.83,15.5,2.8333333333333335
VIS,174,FA19,C,1.0,0.83,0.6,10,6,3.67,,6.83,3.17,4.5,3.0,15.0,2.8333333333333335
VIS,175,FA19,A,0.5,0.0,0.13636363636363635,22,3,3.0,4.0,1.5,2.0,2.5,2.5,9.0,2.8333333333333335
VIS,177,FA19,A,1.0,1.0,0.47368421052631576,19,9,3.67,,4.94,2.78,4.67,3.0,12.0,2.8333333333333335
VIS,178,FA19,A,0.96,0.95,1.0,24,24,3.54,3.62,7.5,3.38,4.25,3.0,15.5,2.8333333333333335
VIS,180A,FA19,A,1.0,1.0,0.46153846153846156,26,12,3.75,3.84,7.0,3.09,4.42,3.0,15.5,2.8333333333333335
VIS,180B,FA19,A,0.87,0.93,0.75,20,15,3.67,3.45,7.97,3.79,4.27,3.0,9.5,2.8333333333333335
VIS,183A,FA19,A,0.79,0.68,0.95,20,19,3.63,3.51,5.76,3.42,3.58,3.0,9.0,2.8333333333333335
VIS,20,FA19,A,0.94,0.94,0.5194029850746269,335,174,3.53,3.27,3.55,2.74,4.19,2.76,9.5,1.3333333333333333
VIS,23,FA19,A,1.0,1.0,0.5,10,5,3.5,,2.9,3.4,4.6,3.0,12.5,2.8333333333333335
VIS,30,FA19,A,0.76,0.84,0.6119402985074627,67,41,3.69,3.91,3.01,2.72,3.38,2.92,17.0,2.8333333333333335
VIS,41,FA19,A,0.9,0.84,0.5212121212121212,165,86,3.71,3.54,6.33,3.11,4.07,2.91,18.0,1.8333333333333333
VIS,60,FA19,A,0.77,0.84,0.608433734939759,166,101,3.57,3.48,5.53,3.07,3.67,2.9,8.0,1.3333333333333333
VIS,70N,FA19,A,0.82,0.71,0.6141732283464567,127,78,3.64,3.59,6.47,3.26,3.81,2.91,17.0,2.8333333333333335
VIS,80,FA19,A,0.98,0.99,0.8347826086956521,115,96,3.67,3.65,9.43,3.01,4.13,2.99,18.5,1.8333333333333333
VIS,10,SP19,A,0.79,0.88,0.4897959183673469,147,72,3.74,3.89,3.55,2.64,3.71,2.94,17.0,2.8333333333333335
VIS,102,SP19,A,0.88,0.88,0.6352941176470588,85,54,3.73,3.78,2.62,2.43,4.25,2.88,11.0,1.3333333333333333
VIS,103B,SP19,A,0.94,0.94,0.38636363636363635,44,17,3.5,3.51,3.0,2.63,4.38,3.0,15.5,2.8333333333333335
VIS,105A,SP19,A,1.0,1.0,0.6333333333333333,30,19,3.84,3.96,6.71,3.11,4.74,2.95,9.5,2.8333333333333335
VIS,105C,SP19,A,0.5,0.5,0.2857142857142857,14,4,3.67,,5.5,2.33,3.5,3.0,15.0,2.8333333333333335
VIS,105E,SP19,A,1.0,1.0,0.625,16,10,4.0,,7.1,3.1,4.4,3.0,15.0,2.8333333333333335
VIS,106A,SP19,A,1.0,1.0,0.36,25,9,3.78,4.0,6.28,3.44,4.22,3.0,12.0,2.8333333333333335
VIS,106B,SP19,A,0.94,0.94,0.76,25,19,3.81,3.91,9.32,3.0,4.17,3.0,12.5,2.8333333333333335
VIS,107B,SP19,A,1.0,0.92,0.9230769230769231,13,12,3.92,,10.17,3.17,4.17,3.0,9.0,2.8333333333333335
VIS,110B,SP19,A,0.75,0.75,0.2857142857142857,14,4,4.0,,4.0,2.5,3.75,2.75,15.5,2.8333333333333335
VIS,110N,SP19,A,1.0,0.75,0.8,10,8,3.75,,11.5,3.63,4.13,3.0,12.0,2.8333333333333335
VIS,113CN,SP19,A,0.86,1.0,0.4666666666666667,15,7,3.67,,7.64,4.5,4.17,2.71,15.0,2.8333333333333335
VIS,122B,SP19,A,0.88,0.89,0.6144578313253012,83,51,3.65,3.55,2.95,2.69,4.0,2.76,10.0,1.3333333333333333
VIS,126BN,SP19,A,0.89,0.83,0.26666666666666666,75,20,3.67,3.44,2.71,3.11,4.44,2.84,14.0,1.3333333333333333
VIS,128C,SP19,A,0.62,0.77,0.4,35,14,3.22,3.29,4.35,3.46,3.69,2.85,13.0,1.3333333333333333
VIS,131,SP19,A,0.57,0.71,0.4117647058823529,17,7,3.86,,9.07,3.5,3.14,3.0,15.0,2.8333333333333335
VIS,141A,SP19,A,1.0,1.0,0.38095238095238093,21,8,3.75,3.96,5.25,3.0,4.25,2.63,15.0,2.8333333333333335
VIS,145B,SP19,A,1.0,1.0,0.6875,16,11,3.36,,5.59,3.18,3.82,3.0,9.0,2.8333333333333335
VIS,145B,SP19,B,1.0,1.0,0.23076923076923078,13,3,4.0,,5.5,3.0,4.0,3.0,9.0,2.8333333333333335
VIS,149,SP19,A,1.0,0.8,0.3125,16,5,3.4,,3.7,2.4,4.0,3.0,12.0,2.8333333333333335
VIS,152D,SP19,A,0.85,0.78,0.3188405797101449,138,44,3.73,3.71,3.63,2.92,3.56,3.0,18.0,1.3333333333333333
VIS,159,SP19,A,0.66,0.77,0.7132867132867133,143,102,3.47,3.23,4.68,3.46,3.6,2.95,17.0,2.8333333333333335
VIS,160B,SP19,A,1.0,1.0,0.42857142857142855,14,6,4.0,,8.9,5.0,3.75,3.0,15.5,2.8333333333333335
VIS,160B,SP19,B,1.0,1.0,0.4666666666666667,15,7,3.83,,9.5,3.5,4.17,2.83,12.0,2.8333333333333335
VIS,160B,SP19,C,1.0,1.0,0.3333333333333333,12,4,3.75,,12.5,4.5,4.75,3.0,15.0,2.8333333333333335
VIS,161,SP19,A,0.8,0.8,0.35714285714285715,28,10,3.8,4.0,4.1,2.6,3.7,3.0,9.0,2.8333333333333335
VIS,164,SP19,A,1.0,1.0,0.6,25,15,3.86,3.79,5.5,3.21,4.5,2.93,9.5,2.8333333333333335
VIS,165,SP19,A,1.0,1.0,0.5,22,11,3.8,3.86,6.3,3.3,4.2,3.0,12.0,2.8333333333333335
VIS,168,SP19,A,0.8,0.8,0.2727272727272727,22,6,3.67,3.41,6.83,3.4,3.5,2.83,12.5,2.8333333333333335
VIS,171,SP19,A,1.0,1.0,0.2916666666666667,24,7,3.5,4.0,5.5,3.67,4.33,3.0,15.0,2.8333333333333335
VIS,174,SP19,A,1.0,1.0,0.2727272727272727,22,6,3.83,3.47,6.5,3.83,4.33,3.0,15.0,2.8333333333333335
VIS,176,SP19,A,0.5,0.5,0.18181818181818182,22,4,2.5,3.21,13.0,5.0,3.25,3.0,9.0,2.8333333333333335
VIS,177,SP19,A,0.94,0.94,0.7727272727272727,22,17,3.88,4.0,8.13,3.5,4.38,3.0,12.5,2.8333333333333335
VIS,178,SP19,A,0.9,0.7,0.45454545454545453,22,10,3.38,3.49,6.3,3.6,3.6,2.9,15.5,2.8333333333333335
VIS,180A,SP19,A,0.81,0.71,0.9130434782608695,23,21,3.57,3.36,5.17,3.14,4.05,2.95,9.5,2.8333333333333335
VIS,180B,SP19,A,1.0,1.0,0.2916666666666667,24,7,3.43,3.62,7.07,3.29,4.71,3.0,15.5,2.8333333333333335
VIS,183A,SP19,A,0.71,0.86,0.3181818181818182,22,7,3.86,3.75,5.93,2.0,3.43,3.0,12.5,2.8333333333333335
VIS,185,SP19,A,1.0,1.0,0.3181818181818182,22,7,3.86,3.26,9.36,4.14,4.14,3.0,12.0,2.8333333333333335
VIS,190,SP19,A,0.73,1.0,0.9375,16,15,3.47,,6.37,3.2,2.92,3.0,13.0,4.833333333333333
VIS,190,SP19,B,0.67,0.67,0.25,12,3,4.0,,3.17,3.0,3.0,3.0,13.0,4.833333333333333
VIS,21A,SP19,A,0.91,1.0,0.3723404255319149,94,35,3.45,3.2,2.81,2.74,4.63,2.56,14.0,1.3333333333333333
VIS,22,SP19,A,0.73,0.81,0.34554973821989526,191,66,3.62,3.48,3.28,3.12,3.73,2.66,11.0,1.3333333333333333
VIS,3,SP19,A,0.87,0.83,0.46,200,92,3.7,3.7,4.45,2.63,3.6,2.88,18.5,1.8333333333333333
VIS,70N,SP19,A,0.97,0.97,0.7016129032258065,124,87,3.62,3.07,5.07,3.11,4.38,2.89,17.0,2.8333333333333335
VIS,100,WI19,A,0.93,0.96,0.421875,64,27,3.77,3.89,3.46,3.07,3.89,2.96,12.5,2.8333333333333335
VIS,101A,WI19,A,1.0,1.0,0.25,12,3,4.0,,7.5,3.5,3.5,3.0,12.0,2.8333333333333335
VIS,105B,WI19,A,1.0,1.0,0.5,8,4,3.33,,6.0,3.5,4.25,3.0,12.0,2.8333333333333335
VIS,105C,WI19,A,0.6,0.6,0.35714285714285715,14,5,3.25,,5.7,2.2,2.5,3.0,15.5,2.8333333333333335
VIS,105D,WI19,A,0.89,0.89,0.48,25,12,4.0,3.9,5.9,2.89,4.2,3.0,15.0,2.8333333333333335
VIS,106A,WI19,A,0.89,0.56,0.48,25,12,3.89,3.91,5.39,3.0,3.44,3.0,9.5,2.8333333333333335
VIS,107A,WI19,A,0.87,0.87,0.625,24,15,3.83,3.69,7.43,3.0,4.33,3.0,9.0,2.8333333333333335
VIS,108,WI19,A,1.0,1.0,0.4,15,6,3.2,,8.5,3.5,4.5,3.0,15.0,2.8333333333333335
VIS,11,WI19,A,0.6,0.65,0.4492753623188406,276,124,3.77,3.56,4.03,2.58,3.18,2.75,18.5,1.3333333333333333
VIS,110E,WI19,A,1.0,1.0,1.0,15,15,3.87,,5.83,2.87,4.47,3.0,12.5,2.8333333333333335
VIS,110M,WI19,A,1.0,1.0,0.7,10,7,3.86,,9.64,,,,12.5,2.8333333333333335
VIS,112,WI19,A,0.6,1.0,0.46153846153846156,13,6,3.6,,8.9,4.8,4.2,3.0,15.0,2.8333333333333335
VIS,117E,WI19,A,0.8,0.8,0.3333333333333333,15,5,3.6,,2.9,2.6,4.0,3.0,12.5,2.8333333333333335
VIS,121AN,WI19,A,0.93,1.0,0.2786885245901639,61,17,3.58,3.25,3.21,2.64,4.07,2.79,11.0,1.3333333333333333
VIS,126E,WI19,A,1.0,1.0,0.6923076923076923,13,9,3.63,,5.83,3.63,4.67,2.89,15.0,1.3333333333333333
VIS,126HN,WI19,A,0.89,0.83,0.5625,32,18,3.41,3.26,4.06,3.06,4.28,2.83,11.0,1.3333333333333333
VIS,127N,WI19,A,0.84,0.88,0.35384615384615387,130,46,3.28,3.2,4.45,3.45,3.93,2.3,15.5,1.3333333333333333
VIS,129C,WI19,A,1.0,1.0,0.25,12,3,4.0,,3.83,3.33,5.0,3.0,12.5,2.8333333333333335
VIS,132,WI19,A,0.92,0.91,0.75,16,12,3.83,,4.5,2.7,4.25,3.0,12.0,2.8333333333333335
VIS,135,WI19,A,0.53,0.67,0.39473684210526316,38,15,3.93,3.96,3.57,3.2,3.13,3.0,13.5,1.8333333333333333
VIS,145A,WI19,A,1.0,1.0,0.7555555555555555,45,34,3.57,3.5,5.65,3.3,3.88,2.97,18.5,1.8333333333333333
VIS,147A,WI19,A,1.0,1.0,0.4375,32,14,3.6,3.21,5.23,3.73,3.73,3.0,13.0,1.8333333333333333
VIS,151A,WI19,A,1.0,1.0,0.9230769230769231,13,12,3.5,,3.95,3.27,4.64,3.0,15.5,2.8333333333333335
VIS,154,WI19,A,0.97,0.97,0.9722222222222222,36,35,3.34,3.32,5.3,2.97,4.34,3.0,17.0,2.8333333333333335
VIS,160A,WI19,A,0.67,0.67,0.3125,16,5,3.0,,15.5,4.5,2.0,3.0,12.0,2.8333333333333335
VIS,160A,WI19,B,1.0,1.0,0.23529411764705882,17,4,3.67,,9.83,3.0,3.0,3.0,9.5,2.8333333333333335
VIS,163,WI19,A,0.75,1.0,0.3333333333333333,12,4,3.25,,7.5,4.25,3.75,3.0,15.5,2.8333333333333335
VIS,164,WI19,A,0.89,0.67,0.5,22,11,3.67,3.5,5.61,3.78,3.78,3.0,12.0,2.8333333333333335
VIS,165,WI19,A,0.89,0.38,0.5,20,10,3.71,3.65,6.72,3.78,4.33,2.89,12.5,2.8333333333333335
VIS,167,WI19,A,0.82,0.73,0.5217391304347826,23,12,3.55,3.63,7.77,3.5,4.09,3.0,15.0,2.8333333333333335
VIS,171,WI19,A,1.0,1.0,0.5416666666666666,24,13,3.64,3.76,8.32,3.82,4.64,3.0,15.0,2.8333333333333335
VIS,174,WI19,A,1.0,1.0,0.36363636363636365,22,8,3.86,3.35,10.21,4.43,4.57,3.0,9.5,2.8333333333333335
VIS,174,WI19,B,1.0,1.0,0.21428571428571427,14,3,3.33,,7.83,3.0,3.33,2.33,12.5,2.8333333333333335
VIS,174,WI19,C,1.0,1.0,0.8695652173913043,23,20,3.7,3.63,7.6,3.4,4.7,3.0,9.0,2.8333333333333335
VIS,175,WI19,A,1.0,1.0,0.7727272727272727,22,17,3.75,3.34,6.38,2.81,4.53,2.94,9.5,2.8333333333333335
VIS,177,WI19,A,0.92,0.91,0.6666666666666666,21,14,3.83,3.64,4.83,3.17,4.33,3.0,15.5,2.8333333333333335
VIS,183A,WI19,A,1.0,1.0,0.3,20,6,4.0,3.27,14.83,4.2,4.5,3.0,15.5,2.8333333333333335
VIS,183B,WI19,A,1.0,1.0,0.5882352941176471,17,10,3.5,,11.1,3.78,4.7,3.0,12.5,2.8333333333333335
VIS,2,WI19,A,0.68,0.61,0.6153846153846154,52,32,3.7,3.63,3.19,2.79,3.41,3.0,17.0,1.8333333333333333
VIS,21B,WI19,A,0.94,0.89,0.40229885057471265,174,70,3.84,3.43,3.36,2.75,3.98,2.65,17.0,1.3333333333333333
VIS,22,WI19,A,0.92,0.97,0.5459183673469388,196,107,3.6,3.43,4.25,2.99,4.22,2.73,11.0,1.3333333333333333
VIS,41,WI19,A,0.96,0.94,0.42028985507246375,138,58,3.65,3.73,6.5,3.54,4.14,2.96,18.0,1.8333333333333333
VIS,60,WI19,A,0.65,0.68,0.38562091503267976,153,59,3.33,3.47,4.96,3.35,3.28,2.7,8.0,1.3333333333333333
VIS,84,WI19,A,0.83,0.8,0.3438735177865613,253,87,3.61,3.42,4.06,2.89,3.72,2.89,12.5,1.3333333333333333
VIS,1,FA18,A,0.55,0.43,0.63125,320,202,3.6,3.42,7.72,3.26,3.03,2.91,18.5,1.8333333333333333
VIS,101,FA18,A,0.93,1.0,0.6153846153846154,26,16,3.67,3.91,4.75,3.23,4.44,2.94,12.0,2.8333333333333335
VIS,105A,FA18,A,1.0,1.0,0.4117647058823529,17,7,3.75,,4.9,2.6,4.4,3.0,15.0,2.8333333333333335
VIS,105B,FA18,A,0.8,0.7,0.5,22,11,3.75,3.54,5.1,3.0,3.1,2.9,12.0,2.8333333333333335
VIS,106B,FA18,A,0.91,0.91,0.6875,16,11,3.9,,5.77,2.91,3.73,2.91,15.5,2.8333333333333335
VIS,106C,FA18,A,1.0,1.0,0.4666666666666667,15,7,4.0,,13.07,3.71,4.29,3.0,9.0,2.8333333333333335
VIS,107B,FA18,A,1.0,1.0,0.5,8,4,4.0,,9.5,3.25,4.0,3.0,9.5,2.8333333333333335
VIS,110D,FA18,A,1.0,1.0,0.42857142857142855,14,6,3.83,,7.17,3.2,4.0,3.0,12.5,2.8333333333333335
VIS,110G,FA18,A,0.86,0.86,0.4375,16,7,4.0,,6.21,3.43,4.29,3.0,12.5,2.8333333333333335
VIS,120B,FA18,A,0.62,0.52,0.3484848484848485,66,23,2.89,2.86,6.5,4.1,3.14,2.86,14.0,1.3333333333333333
VIS,124CN,FA18,A,1.0,1.0,0.4074074074074074,54,22,3.71,3.39,7.14,3.67,4.55,3.0,11.0,1.3333333333333333
VIS,125C,FA18,A,0.9,0.95,0.6052631578947368,38,23,3.67,3.54,5.59,2.9,4.5,2.95,10.5,1.3333333333333333
VIS,127B,FA18,A,0.8,0.82,0.3263888888888889,144,47,3.72,3.23,3.36,3.2,3.89,2.77,15.5,1.3333333333333333
VIS,142,FA18,A,0.87,0.93,0.6288659793814433,97,61,3.6,3.36,4.73,3.39,4.0,2.84,17.0,2.8333333333333335
VIS,143,FA18,A,0.7,0.88,0.43478260869565216,23,10,3.7,3.89,3.7,3.3,3.5,3.0,9.5,2.8333333333333335
VIS,147A,FA18,A,1.0,0.97,0.9090909090909091,44,40,3.64,3.82,5.3,3.13,4.15,2.93,17.0,1.8333333333333333
VIS,149,FA18,A,0.5,0.5,0.26666666666666666,15,4,3.25,,7.5,4.0,3.25,3.0,12.5,2.8333333333333335
VIS,155,FA18,A,0.85,0.8,0.5454545454545454,44,24,3.85,4.0,3.55,2.55,3.81,2.86,15.0,2.8333333333333335
VIS,158,FA18,A,0.93,0.95,0.4339622641509434,106,46,3.44,3.41,2.83,3.1,4.28,2.81,11.0,1.3333333333333333
VIS,162,FA18,A,1.0,1.0,1.0,9,9,3.89,,4.94,2.75,3.67,3.0,15.0,2.8333333333333335
VIS,164,FA18,A,1.0,0.88,0.32,25,8,3.86,3.24,8.0,,,,12.0,2.8333333333333335
VIS,165,FA18,A,1.0,1.0,0.4,25,10,3.9,3.62,8.1,3.0,4.8,3.0,12.5,2.8333333333333335
VIS,171,FA18,A,0.38,0.15,0.6190476190476191,21,13,3.15,3.45,12.04,4.08,3.0,2.92,9.0,2.8333333333333335
VIS,174,FA18,A,0.93,0.93,0.7,20,14,3.36,3.29,8.64,4.0,4.5,3.0,15.5,2.8333333333333335
VIS,174,FA18,B,1.0,0.88,0.7727272727272727,22,17,3.56,3.16,6.15,3.0,3.94,2.94,15.0,2.8333333333333335
VIS,177,FA18,A,0.9,0.95,1.0,20,20,3.7,3.74,5.2,3.2,4.15,3.0,12.5,2.8333333333333335
VIS,178,FA18,A,1.0,1.0,0.8571428571428571,21,18,3.22,3.31,8.39,3.71,4.61,3.0,15.5,2.8333333333333335
VIS,180A,FA18,A,0.89,0.67,0.375,24,9,3.67,3.47,10.5,4.22,4.11,3.0,15.0,2.8333333333333335
VIS,180B,FA18,A,0.76,0.75,0.8571428571428571,21,18,3.29,3.35,7.56,3.47,3.76,2.88,9.5,2.8333333333333335
VIS,183B,FA18,A,0.61,0.61,0.8571428571428571,21,18,3.5,3.37,7.5,3.72,2.89,2.89,9.0,2.8333333333333335
VIS,20,FA18,A,0.97,0.99,0.5511551155115512,303,167,3.55,3.35,3.19,2.85,4.52,2.88,9.5,1.3333333333333333
VIS,23,FA18,A,1.0,1.0,0.42857142857142855,14,6,3.0,,8.9,4.0,4.6,3.0,15.5,2.8333333333333335
VIS,30,FA18,A,0.81,0.72,0.5606060606060606,66,37,3.89,3.96,2.88,2.39,3.41,2.97,17.0,2.8333333333333335
VIS,41,FA18,A,0.85,0.81,0.40875912408759124,137,56,3.45,3.27,6.27,3.06,3.74,2.74,18.5,1.8333333333333333
VIS,60,FA18,A,0.82,0.89,0.5178571428571429,168,87,3.56,3.57,5.2,3.02,4.02,2.7,8.0,1.3333333333333333
VIS,70N,FA18,A,0.85,0.8,0.5433070866141733,127,69,3.51,3.59,5.62,3.46,3.93,2.96,17.0,2.8333333333333335
VIS,80,FA18,A,0.96,0.98,0.4864864864864865,111,54,3.6,3.78,8.27,3.04,4.02,2.98,18.5,1.8333333333333333
VIS,10,SP18,A,0.8,0.84,0.3842364532019704,203,78,3.75,3.15,1.85,2.44,3.63,2.99,18.5,2.8333333333333335
VIS,100,SP18,A,0.74,0.76,0.6857142857142857,35,24,3.68,3.82,4.5,3.18,3.7,3.0,15.5,2.8333333333333335
VIS,102,SP18,A,0.94,0.98,0.6235294117647059,85,53,3.78,3.85,3.36,2.7,4.43,2.9,9.5,1.3333333333333333
VIS,105A,SP18,A,1.0,1.0,0.5483870967741935,31,17,3.88,3.99,5.91,2.94,4.53,2.94,9.0,2.8333333333333335
VIS,105C,SP18,A,1.0,0.88,0.5333333333333333,15,8,3.75,,9.25,3.13,4.13,3.0,15.0,2.8333333333333335
VIS,105E,SP18,A,1.0,1.0,0.5333333333333333,15,8,4.0,,6.25,3.63,4.63,2.75,12.0,2.8333333333333335
VIS,106A,SP18,A,0.91,0.82,0.44,25,11,3.91,3.88,5.23,2.55,4.64,3.0,12.5,2.8333333333333335
VIS,106B,SP18,A,1.0,0.88,0.3333333333333333,24,8,3.63,4.0,10.25,3.5,4.5,2.88,9.5,2.8333333333333335
VIS,108,SP18,A,1.0,1.0,0.5,16,8,3.75,,8.25,2.75,4.25,3.0,15.5,2.8333333333333335
VIS,110I,SP18,A,0.8,0.8,0.7142857142857143,14,10,3.6,,6.3,3.5,4.4,3.0,12.0,2.8333333333333335
VIS,110N,SP18,A,1.0,0.88,0.6428571428571429,14,9,3.63,,10.5,3.44,3.75,3.0,15.0,2.8333333333333335
VIS,113BN,SP18,A,1.0,1.0,0.6363636363636364,11,7,3.83,,8.21,4.0,4.86,2.86,12.0,2.8333333333333335
VIS,120A,SP18,A,1.0,1.0,0.3142857142857143,70,22,3.63,3.41,5.3,3.25,4.65,2.85,8.0,1.3333333333333333
